datum;uhrzeit;raum;relative_luftfeuchte_prozent;fensterstatus
09.05.2026;16:45;Raum 214;53,2;geschlossen
09.05.2026;17:00;Raum 214;53,4;geschlossen
09.05.2026;17:15;Raum 214;45,1;geschlossen
09.05.2026;17:30;Raum 214;49,5;geschlossen
09.05.2026;17:45;Raum 214;51,5;geschlossen
09.05.2026;18:00;Raum 214;52,6;geschlossen
09.05.2026;18:15;Raum 214;52,2;geschlossen
09.05.2026;18:30;Raum 214;54,0;geschlossen
09.05.2026;18:45;Raum 214;50,7;geschlossen
09.05.2026;19:00;Raum 214;51,9;geschlossen
09.05.2026;19:15;Raum 214;56,5;geschlossen
09.05.2026;19:30;Raum 214;52,2;geschlossen
09.05.2026;19:45;Raum 214;50,9;geschlossen
09.05.2026;20:00;Raum 214;48,9;geschlossen
09.05.2026;20:15;Raum 214;49,1;geschlossen
09.05.2026;20:30;Raum 214;52,5;geschlossen
09.05.2026;20:45;Raum 214;50,9;geschlossen
09.05.2026;21:00;Raum 214;53,3;geschlossen
09.05.2026;21:15;Raum 214;53,6;geschlossen
09.05.2026;21:30;Raum 214;48,8;geschlossen
09.05.2026;21:45;Raum 214;56,3;geschlossen
09.05.2026;22:00;Raum 214;48,6;geschlossen
09.05.2026;22:15;Raum 214;53,4;geschlossen
09.05.2026;22:30;Raum 214;53,3;geschlossen
09.05.2026;22:45;Raum 214;52,1;geschlossen
09.05.2026;23:00;Raum 214;50,5;geschlossen
09.05.2026;23:15;Raum 214;52,2;geschlossen
09.05.2026;23:30;Raum 214;50,0;geschlossen
09.05.2026;23:45;Raum 214;50,6;geschlossen
10.05.2026;00:00;Raum 214;55,2;geschlossen
10.05.2026;00:15;Raum 214;53,9;geschlossen
10.05.2026;00:30;Raum 214;59,7;geschlossen
10.05.2026;00:45;Raum 214;54,5;geschlossen
10.05.2026;01:00;Raum 214;58,0;geschlossen
10.05.2026;01:15;Raum 214;53,1;geschlossen
10.05.2026;01:30;Raum 214;54,1;geschlossen
10.05.2026;01:45;Raum 214;55,8;geschlossen
10.05.2026;02:00;Raum 214;50,3;geschlossen
10.05.2026;02:15;Raum 214;57,4;geschlossen
10.05.2026;02:30;Raum 214;53,4;geschlossen
10.05.2026;02:45;Raum 214;54,6;geschlossen
10.05.2026;03:00;Raum 214;51,9;geschlossen
10.05.2026;03:15;Raum 214;50,7;geschlossen
10.05.2026;03:30;Raum 214;58,6;geschlossen
10.05.2026;03:45;Raum 214;54,8;geschlossen
10.05.2026;04:00;Raum 214;54,7;geschlossen
10.05.2026;04:15;Raum 214;54,1;geschlossen
10.05.2026;04:30;Raum 214;57,6;geschlossen
10.05.2026;04:45;Raum 214;57,2;geschlossen
10.05.2026;05:00;Raum 214;55,0;geschlossen
10.05.2026;05:15;Raum 214;50,5;geschlossen
10.05.2026;05:30;Raum 214;56,3;geschlossen
10.05.2026;05:45;Raum 214;55,8;geschlossen
10.05.2026;06:00;Raum 214;50,8;geschlossen
10.05.2026;06:15;Raum 214;54,0;geschlossen
10.05.2026;06:30;Raum 214;53,7;geschlossen
10.05.2026;06:45;Raum 214;53,5;geschlossen
10.05.2026;07:00;Raum 214;50,7;geschlossen
10.05.2026;07:15;Raum 214;51,6;geschlossen
10.05.2026;07:30;Raum 214;57,9;geschlossen
10.05.2026;07:45;Raum 214;51,6;geschlossen
10.05.2026;08:00;Raum 214;52,9;geschlossen
10.05.2026;08:15;Raum 214;47,5;geschlossen
10.05.2026;08:30;Raum 214;54,8;geschlossen
10.05.2026;08:45;Raum 214;54,0;geschlossen
10.05.2026;09:00;Raum 214;49,2;geschlossen
10.05.2026;09:15;Raum 214;48,4;geschlossen
10.05.2026;09:30;Raum 214;52,8;geschlossen
10.05.2026;09:45;Raum 214;51,0;geschlossen
10.05.2026;10:00;Raum 214;52,0;geschlossen
10.05.2026;10:15;Raum 214;53,0;geschlossen
10.05.2026;10:30;Raum 214;47,8;geschlossen
10.05.2026;10:45;Raum 214;48,8;geschlossen
10.05.2026;11:00;Raum 214;54,5;geschlossen
10.05.2026;11:15;Raum 214;49,7;geschlossen
10.05.2026;11:30;Raum 214;53,3;geschlossen
10.05.2026;11:45;Raum 214;53,2;geschlossen
10.05.2026;12:00;Raum 214;55,7;geschlossen
10.05.2026;12:15;Raum 214;55,2;geschlossen
10.05.2026;12:30;Raum 214;49,9;geschlossen
10.05.2026;12:45;Raum 214;49,8;geschlossen
10.05.2026;13:00;Raum 214;53,6;geschlossen
10.05.2026;13:15;Raum 214;56,1;geschlossen
10.05.2026;13:30;Raum 214;47,7;geschlossen
10.05.2026;13:45;Raum 214;49,4;geschlossen
10.05.2026;14:00;Raum 214;50,6;geschlossen
10.05.2026;14:15;Raum 214;50,7;geschlossen
10.05.2026;14:30;Raum 214;51,1;geschlossen
10.05.2026;14:45;Raum 214;51,5;geschlossen
10.05.2026;15:00;Raum 214;50,1;geschlossen
10.05.2026;15:15;Raum 214;52,0;geschlossen
10.05.2026;15:30;Raum 214;51,1;geschlossen
10.05.2026;15:45;Raum 214;55,2;geschlossen
10.05.2026;16:00;Raum 214;48,1;geschlossen
10.05.2026;16:15;Raum 214;49,9;geschlossen
10.05.2026;16:30;Raum 214;50,7;geschlossen
10.05.2026;16:45;Raum 214;52,0;geschlossen
10.05.2026;17:00;Raum 214;50,7;geschlossen
10.05.2026;17:15;Raum 214;48,9;geschlossen
10.05.2026;17:30;Raum 214;53,0;geschlossen
10.05.2026;17:45;Raum 214;52,6;geschlossen
10.05.2026;18:00;Raum 214;54,1;geschlossen
10.05.2026;18:15;Raum 214;50,3;geschlossen
10.05.2026;18:30;Raum 214;51,5;geschlossen
10.05.2026;18:45;Raum 214;52,5;geschlossen
10.05.2026;19:00;Raum 214;53,7;geschlossen
10.05.2026;19:15;Raum 214;51,0;geschlossen
10.05.2026;19:30;Raum 214;50,9;geschlossen
10.05.2026;19:45;Raum 214;51,9;geschlossen
10.05.2026;20:00;Raum 214;53,6;geschlossen
10.05.2026;20:15;Raum 214;50,5;geschlossen
10.05.2026;20:30;Raum 214;53,5;geschlossen
10.05.2026;20:45;Raum 214;50,9;geschlossen
10.05.2026;21:00;Raum 214;50,1;geschlossen
10.05.2026;21:15;Raum 214;55,9;geschlossen
10.05.2026;21:30;Raum 214;53,8;geschlossen
10.05.2026;21:45;Raum 214;52,8;geschlossen
10.05.2026;22:00;Raum 214;52,4;geschlossen
10.05.2026;22:15;Raum 214;51,4;geschlossen
10.05.2026;22:30;Raum 214;56,3;geschlossen
10.05.2026;22:45;Raum 214;53,6;geschlossen
10.05.2026;23:00;Raum 214;54,9;geschlossen
10.05.2026;23:15;Raum 214;48,3;geschlossen
10.05.2026;23:30;Raum 214;55,2;geschlossen
10.05.2026;23:45;Raum 214;49,0;geschlossen
11.05.2026;00:00;Raum 214;51,7;geschlossen
11.05.2026;00:15;Raum 214;56,0;geschlossen
11.05.2026;00:30;Raum 214;51,6;geschlossen
11.05.2026;00:45;Raum 214;53,6;geschlossen
11.05.2026;01:00;Raum 214;55,8;geschlossen
11.05.2026;01:15;Raum 214;57,2;geschlossen
11.05.2026;01:30;Raum 214;48,4;geschlossen
11.05.2026;01:45;Raum 214;53,1;geschlossen
11.05.2026;02:00;Raum 214;59,0;geschlossen
11.05.2026;02:15;Raum 214;53,7;geschlossen
11.05.2026;02:30;Raum 214;53,0;geschlossen
11.05.2026;02:45;Raum 214;54,4;geschlossen
11.05.2026;03:00;Raum 214;51,1;geschlossen
11.05.2026;03:15;Raum 214;51,0;geschlossen
11.05.2026;03:30;Raum 214;51,7;geschlossen
11.05.2026;03:45;Raum 214;50,3;geschlossen
11.05.2026;04:00;Raum 214;51,4;geschlossen
11.05.2026;04:15;Raum 214;57,3;geschlossen
11.05.2026;04:30;Raum 214;51,4;geschlossen
11.05.2026;04:45;Raum 214;59,7;geschlossen
11.05.2026;05:00;Raum 214;51,1;geschlossen
11.05.2026;05:15;Raum 214;55,8;geschlossen
11.05.2026;05:30;Raum 214;54,1;geschlossen
11.05.2026;05:45;Raum 214;55,4;geschlossen
11.05.2026;06:00;Raum 214;53,5;geschlossen
11.05.2026;06:15;Raum 214;54,3;geschlossen
11.05.2026;06:30;Raum 214;53,3;geschlossen
11.05.2026;06:45;Raum 214;57,2;geschlossen
11.05.2026;07:00;Raum 214;54,9;geschlossen
11.05.2026;07:15;Raum 214;57,4;offen
11.05.2026;07:30;Raum 214;48,7;geschlossen
11.05.2026;07:45;Raum 214;49,4;offen
11.05.2026;08:00;Raum 214;53,2;offen
11.05.2026;08:15;Raum 214;53,0;gekippt
11.05.2026;08:30;Raum 214;52,2;offen
11.05.2026;08:45;Raum 214;52,3;geschlossen
11.05.2026;09:00;Raum 214;51,7;offen
11.05.2026;09:15;Raum 214;55,6;geschlossen
11.05.2026;09:30;Raum 214;53,0;geschlossen
11.05.2026;09:45;Raum 214;54,0;geschlossen
11.05.2026;10:00;Raum 214;53,2;geschlossen
11.05.2026;10:15;Raum 214;52,1;geschlossen
11.05.2026;10:30;Raum 214;50,2;gekippt
11.05.2026;10:45;Raum 214;49,7;offen
11.05.2026;11:00;Raum 214;49,9;geschlossen
11.05.2026;11:15;Raum 214;55,0;offen
11.05.2026;11:30;Raum 214;51,4;gekippt
11.05.2026;11:45;Raum 214;52,4;offen
11.05.2026;12:00;Raum 214;51,2;offen
11.05.2026;12:15;Raum 214;49,7;gekippt
11.05.2026;12:30;Raum 214;47,8;geschlossen
11.05.2026;12:45;Raum 214;53,0;geschlossen
11.05.2026;13:00;Raum 214;52,5;geschlossen
11.05.2026;13:15;Raum 214;52,5;gekippt
11.05.2026;13:30;Raum 214;50,4;geschlossen
11.05.2026;13:45;Raum 214;50,6;offen
11.05.2026;14:00;Raum 214;48,9;offen
11.05.2026;14:15;Raum 214;51,0;geschlossen
11.05.2026;14:30;Raum 214;47,8;gekippt
11.05.2026;14:45;Raum 214;49,1;offen
11.05.2026;15:00;Raum 214;51,2;geschlossen
11.05.2026;15:15;Raum 214;50,0;geschlossen
11.05.2026;15:30;Raum 214;48,2;gekippt
11.05.2026;15:45;Raum 214;47,1;geschlossen
11.05.2026;16:00;Raum 214;49,9;geschlossen
11.05.2026;16:15;Raum 214;50,5;geschlossen
11.05.2026;16:30;Raum 214;53,8;geschlossen
11.05.2026;16:45;Raum 214;50,4;geschlossen
11.05.2026;17:00;Raum 214;52,3;geschlossen
11.05.2026;17:15;Raum 214;52,9;geschlossen
11.05.2026;17:30;Raum 214;49,5;geschlossen
11.05.2026;17:45;Raum 214;51,4;geschlossen
11.05.2026;18:00;Raum 214;46,4;geschlossen
11.05.2026;18:15;Raum 214;50,3;geschlossen
11.05.2026;18:30;Raum 214;53,7;geschlossen
11.05.2026;18:45;Raum 214;50,9;geschlossen
11.05.2026;19:00;Raum 214;56,6;geschlossen
11.05.2026;19:15;Raum 214;53,0;geschlossen
11.05.2026;19:30;Raum 214;50,8;geschlossen
11.05.2026;19:45;Raum 214;51,7;geschlossen
11.05.2026;20:00;Raum 214;49,1;geschlossen
11.05.2026;20:15;Raum 214;54,4;geschlossen
11.05.2026;20:30;Raum 214;53,9;geschlossen
11.05.2026;20:45;Raum 214;49,9;geschlossen
11.05.2026;21:00;Raum 214;52,4;geschlossen
11.05.2026;21:15;Raum 214;53,3;geschlossen
11.05.2026;21:30;Raum 214;52,7;geschlossen
11.05.2026;21:45;Raum 214;48,9;geschlossen
11.05.2026;22:00;Raum 214;50,2;geschlossen
11.05.2026;22:15;Raum 214;52,5;geschlossen
11.05.2026;22:30;Raum 214;50,3;geschlossen
11.05.2026;22:45;Raum 214;53,4;geschlossen
11.05.2026;23:00;Raum 214;50,5;geschlossen
11.05.2026;23:15;Raum 214;52,0;geschlossen
11.05.2026;23:30;Raum 214;56,4;geschlossen
11.05.2026;23:45;Raum 214;51,0;geschlossen
12.05.2026;00:00;Raum 214;49,4;geschlossen
12.05.2026;00:15;Raum 214;50,7;geschlossen
12.05.2026;00:30;Raum 214;54,8;geschlossen
12.05.2026;00:45;Raum 214;52,3;geschlossen
12.05.2026;01:00;Raum 214;53,0;geschlossen
12.05.2026;01:15;Raum 214;55,3;geschlossen
12.05.2026;01:30;Raum 214;59,2;geschlossen
12.05.2026;01:45;Raum 214;50,8;geschlossen
12.05.2026;02:00;Raum 214;49,2;geschlossen
12.05.2026;02:15;Raum 214;55,2;geschlossen
12.05.2026;02:30;Raum 214;51,2;geschlossen
12.05.2026;02:45;Raum 214;53,1;geschlossen
12.05.2026;03:00;Raum 214;52,7;geschlossen
12.05.2026;03:15;Raum 214;49,6;geschlossen
12.05.2026;03:30;Raum 214;51,7;geschlossen
12.05.2026;03:45;Raum 214;50,9;geschlossen
12.05.2026;04:00;Raum 214;53,9;geschlossen
12.05.2026;04:15;Raum 214;52,5;geschlossen
12.05.2026;04:30;Raum 214;53,9;geschlossen
12.05.2026;04:45;Raum 214;51,0;geschlossen
12.05.2026;05:00;Raum 214;54,6;geschlossen
12.05.2026;05:15;Raum 214;58,7;geschlossen
12.05.2026;05:30;Raum 214;54,7;geschlossen
12.05.2026;05:45;Raum 214;55,2;geschlossen
12.05.2026;06:00;Raum 214;56,1;geschlossen
12.05.2026;06:15;Raum 214;52,2;geschlossen
12.05.2026;06:30;Raum 214;52,9;geschlossen
12.05.2026;06:45;Raum 214;57,0;geschlossen
12.05.2026;07:00;Raum 214;53,8;geschlossen
12.05.2026;07:15;Raum 214;53,8;geschlossen
12.05.2026;07:30;Raum 214;54,4;gekippt
12.05.2026;07:45;Raum 214;52,6;gekippt
12.05.2026;08:00;Raum 214;53,3;gekippt
12.05.2026;08:15;Raum 214;49,6;geschlossen
12.05.2026;08:30;Raum 214;51,4;offen
12.05.2026;08:45;Raum 214;51,2;gekippt
12.05.2026;09:00;Raum 214;52,7;geschlossen
12.05.2026;09:15;Raum 214;51,1;offen
12.05.2026;09:30;Raum 214;51,6;gekippt
12.05.2026;09:45;Raum 214;56,1;geschlossen
12.05.2026;10:00;Raum 214;53,6;geschlossen
12.05.2026;10:15;Raum 214;51,9;gekippt
12.05.2026;10:30;Raum 214;53,6;gekippt
12.05.2026;10:45;Raum 214;54,8;geschlossen
12.05.2026;11:00;Raum 214;57,1;geschlossen
12.05.2026;11:15;Raum 214;54,0;offen
12.05.2026;11:30;Raum 214;55,0;offen
12.05.2026;11:45;Raum 214;52,5;geschlossen
12.05.2026;12:00;Raum 214;51,0;offen
12.05.2026;12:15;Raum 214;49,4;gekippt
12.05.2026;12:30;Raum 214;49,4;geschlossen
12.05.2026;12:45;Raum 214;50,9;offen
12.05.2026;13:00;Raum 214;51,7;offen
12.05.2026;13:15;Raum 214;50,8;gekippt
12.05.2026;13:30;Raum 214;52,7;offen
12.05.2026;13:45;Raum 214;48,6;geschlossen
12.05.2026;14:00;Raum 214;51,1;gekippt
12.05.2026;14:15;Raum 214;55,9;gekippt
12.05.2026;14:30;Raum 214;51,4;gekippt
12.05.2026;14:45;Raum 214;53,1;offen
12.05.2026;15:00;Raum 214;52,6;offen
12.05.2026;15:15;Raum 214;50,7;geschlossen
12.05.2026;15:30;Raum 214;49,8;geschlossen
12.05.2026;15:45;Raum 214;51,0;geschlossen
12.05.2026;16:00;Raum 214;51,6;geschlossen
12.05.2026;16:15;Raum 214;55,7;geschlossen
12.05.2026;16:30;Raum 214;48,7;geschlossen
12.05.2026;16:45;Raum 214;49,8;geschlossen
12.05.2026;17:00;Raum 214;52,5;geschlossen
12.05.2026;17:15;Raum 214;51,3;geschlossen
12.05.2026;17:30;Raum 214;54,6;geschlossen
12.05.2026;17:45;Raum 214;55,9;geschlossen
12.05.2026;18:00;Raum 214;48,4;geschlossen
12.05.2026;18:15;Raum 214;56,2;geschlossen
12.05.2026;18:30;Raum 214;52,3;geschlossen
12.05.2026;18:45;Raum 214;46,4;geschlossen
12.05.2026;19:00;Raum 214;51,4;geschlossen
12.05.2026;19:15;Raum 214;54,4;geschlossen
12.05.2026;19:30;Raum 214;50,5;geschlossen
12.05.2026;19:45;Raum 214;52,9;geschlossen
12.05.2026;20:00;Raum 214;52,7;geschlossen
12.05.2026;20:15;Raum 214;48,9;geschlossen
12.05.2026;20:30;Raum 214;56,7;geschlossen
12.05.2026;20:45;Raum 214;48,8;geschlossen
12.05.2026;21:00;Raum 214;53,7;geschlossen
12.05.2026;21:15;Raum 214;52,8;geschlossen
12.05.2026;21:30;Raum 214;52,7;geschlossen
12.05.2026;21:45;Raum 214;56,3;geschlossen
12.05.2026;22:00;Raum 214;53,4;geschlossen
12.05.2026;22:15;Raum 214;53,8;geschlossen
12.05.2026;22:30;Raum 214;56,4;geschlossen
12.05.2026;22:45;Raum 214;53,6;geschlossen
12.05.2026;23:00;Raum 214;52,4;geschlossen
12.05.2026;23:15;Raum 214;56,0;geschlossen
12.05.2026;23:30;Raum 214;50,7;geschlossen
12.05.2026;23:45;Raum 214;56,5;geschlossen
13.05.2026;00:00;Raum 214;55,5;geschlossen
13.05.2026;00:15;Raum 214;51,5;geschlossen
13.05.2026;00:30;Raum 214;53,9;geschlossen
13.05.2026;00:45;Raum 214;51,2;geschlossen
13.05.2026;01:00;Raum 214;50,4;geschlossen
13.05.2026;01:15;Raum 214;53,3;geschlossen
13.05.2026;01:30;Raum 214;54,8;geschlossen
13.05.2026;01:45;Raum 214;53,7;geschlossen
13.05.2026;02:00;Raum 214;56,0;geschlossen
13.05.2026;02:15;Raum 214;53,1;geschlossen
13.05.2026;02:30;Raum 214;57,4;geschlossen
13.05.2026;02:45;Raum 214;57,4;geschlossen
13.05.2026;03:00;Raum 214;51,6;geschlossen
13.05.2026;03:15;Raum 214;54,5;geschlossen
13.05.2026;03:30;Raum 214;51,8;geschlossen
13.05.2026;03:45;Raum 214;55,5;geschlossen
13.05.2026;04:00;Raum 214;50,9;geschlossen
13.05.2026;04:15;Raum 214;54,1;geschlossen
13.05.2026;04:30;Raum 214;51,7;geschlossen
13.05.2026;04:45;Raum 214;55,9;geschlossen
13.05.2026;05:00;Raum 214;52,0;geschlossen
13.05.2026;05:15;Raum 214;54,0;geschlossen
13.05.2026;05:30;Raum 214;57,9;geschlossen
13.05.2026;05:45;Raum 214;54,3;geschlossen
13.05.2026;06:00;Raum 214;52,4;geschlossen
13.05.2026;06:15;Raum 214;49,5;geschlossen
13.05.2026;06:30;Raum 214;55,3;geschlossen
13.05.2026;06:45;Raum 214;54,4;geschlossen
13.05.2026;07:00;Raum 214;55,6;geschlossen
13.05.2026;07:15;Raum 214;56,2;geschlossen
13.05.2026;07:30;Raum 214;50,7;offen
13.05.2026;07:45;Raum 214;53,3;offen
13.05.2026;08:00;Raum 214;51,2;geschlossen
13.05.2026;08:15;Raum 214;54,2;gekippt
13.05.2026;08:30;Raum 214;54,1;geschlossen
13.05.2026;08:45;Raum 214;51,9;offen
13.05.2026;09:00;Raum 214;56,4;gekippt
13.05.2026;09:15;Raum 214;55,7;gekippt
13.05.2026;09:30;Raum 214;53,4;geschlossen
13.05.2026;09:45;Raum 214;49,6;offen
13.05.2026;10:00;Raum 214;51,4;gekippt
13.05.2026;10:15;Raum 214;55,4;gekippt
13.05.2026;10:30;Raum 214;51,8;geschlossen
13.05.2026;10:45;Raum 214;54,4;geschlossen
13.05.2026;11:00;Raum 214;52,3;gekippt
13.05.2026;11:15;Raum 214;50,3;gekippt
13.05.2026;11:30;Raum 214;50,9;geschlossen
13.05.2026;11:45;Raum 214;51,1;offen
13.05.2026;12:00;Raum 214;50,8;offen
13.05.2026;12:15;Raum 214;50,8;geschlossen
13.05.2026;12:30;Raum 214;51,8;geschlossen
13.05.2026;12:45;Raum 214;50,9;offen
13.05.2026;13:00;Raum 214;52,0;geschlossen
13.05.2026;13:15;Raum 214;51,7;offen
13.05.2026;13:30;Raum 214;50,7;geschlossen
13.05.2026;13:45;Raum 214;52,3;offen
13.05.2026;14:00;Raum 214;48,8;gekippt
13.05.2026;14:15;Raum 214;47,9;geschlossen
13.05.2026;14:30;Raum 214;50,3;gekippt
13.05.2026;14:45;Raum 214;51,3;geschlossen
13.05.2026;15:00;Raum 214;53,3;geschlossen
13.05.2026;15:15;Raum 214;45,9;geschlossen
13.05.2026;15:30;Raum 214;50,2;geschlossen
13.05.2026;15:45;Raum 214;53,1;gekippt
13.05.2026;16:00;Raum 214;48,1;geschlossen
13.05.2026;16:15;Raum 214;52,4;geschlossen
13.05.2026;16:30;Raum 214;51,9;geschlossen
13.05.2026;16:45;Raum 214;55,9;geschlossen
13.05.2026;17:00;Raum 214;50,3;geschlossen
13.05.2026;17:15;Raum 214;49,2;geschlossen
13.05.2026;17:30;Raum 214;48,5;geschlossen
13.05.2026;17:45;Raum 214;50,3;geschlossen
13.05.2026;18:00;Raum 214;55,1;geschlossen
13.05.2026;18:15;Raum 214;54,0;geschlossen
13.05.2026;18:30;Raum 214;54,7;geschlossen
13.05.2026;18:45;Raum 214;50,0;geschlossen
13.05.2026;19:00;Raum 214;55,9;geschlossen
13.05.2026;19:15;Raum 214;53,7;geschlossen
13.05.2026;19:30;Raum 214;53,1;geschlossen
13.05.2026;19:45;Raum 214;53,7;geschlossen
13.05.2026;20:00;Raum 214;48,8;geschlossen
13.05.2026;20:15;Raum 214;50,7;geschlossen
13.05.2026;20:30;Raum 214;50,8;geschlossen
13.05.2026;20:45;Raum 214;54,6;geschlossen
13.05.2026;21:00;Raum 214;48,5;geschlossen
13.05.2026;21:15;Raum 214;49,3;geschlossen
13.05.2026;21:30;Raum 214;50,4;geschlossen
13.05.2026;21:45;Raum 214;54,4;geschlossen
13.05.2026;22:00;Raum 214;52,8;geschlossen
13.05.2026;22:15;Raum 214;49,8;geschlossen
13.05.2026;22:30;Raum 214;52,5;geschlossen
13.05.2026;22:45;Raum 214;55,2;geschlossen
13.05.2026;23:00;Raum 214;51,2;geschlossen
13.05.2026;23:15;Raum 214;53,1;geschlossen
13.05.2026;23:30;Raum 214;52,8;geschlossen
13.05.2026;23:45;Raum 214;54,8;geschlossen
14.05.2026;00:00;Raum 214;55,7;geschlossen
14.05.2026;00:15;Raum 214;54,7;geschlossen
14.05.2026;00:30;Raum 214;53,8;geschlossen
14.05.2026;00:45;Raum 214;54,7;geschlossen
14.05.2026;01:00;Raum 214;50,3;geschlossen
14.05.2026;01:15;Raum 214;53,4;geschlossen
14.05.2026;01:30;Raum 214;54,3;geschlossen
14.05.2026;01:45;Raum 214;53,2;geschlossen
14.05.2026;02:00;Raum 214;54,5;geschlossen
14.05.2026;02:15;Raum 214;55,0;geschlossen
14.05.2026;02:30;Raum 214;55,3;geschlossen
14.05.2026;02:45;Raum 214;55,2;geschlossen
14.05.2026;03:00;Raum 214;49,9;geschlossen
14.05.2026;03:15;Raum 214;54,9;geschlossen
14.05.2026;03:30;Raum 214;53,7;geschlossen
14.05.2026;03:45;Raum 214;52,7;geschlossen
14.05.2026;04:00;Raum 214;52,7;geschlossen
14.05.2026;04:15;Raum 214;52,8;geschlossen
14.05.2026;04:30;Raum 214;53,8;geschlossen
14.05.2026;04:45;Raum 214;55,7;geschlossen
14.05.2026;05:00;Raum 214;55,5;geschlossen
14.05.2026;05:15;Raum 214;52,2;geschlossen
14.05.2026;05:30;Raum 214;56,8;geschlossen
14.05.2026;05:45;Raum 214;53,9;geschlossen
14.05.2026;06:00;Raum 214;56,7;geschlossen
14.05.2026;06:15;Raum 214;49,4;geschlossen
14.05.2026;06:30;Raum 214;55,4;geschlossen
14.05.2026;06:45;Raum 214;56,4;geschlossen
14.05.2026;07:00;Raum 214;56,2;geschlossen
14.05.2026;07:15;Raum 214;55,3;offen
14.05.2026;07:30;Raum 214;51,0;gekippt
14.05.2026;07:45;Raum 214;54,5;geschlossen
14.05.2026;08:00;Raum 214;52,5;offen
14.05.2026;08:15;Raum 214;52,1;geschlossen
14.05.2026;08:30;Raum 214;50,9;gekippt
14.05.2026;08:45;Raum 214;54,4;geschlossen
14.05.2026;09:00;Raum 214;53,9;offen
14.05.2026;09:15;Raum 214;52,4;offen
14.05.2026;09:30;Raum 214;55,2;geschlossen
14.05.2026;09:45;Raum 214;51,6;gekippt
14.05.2026;10:00;Raum 214;51,1;offen
14.05.2026;10:15;Raum 214;53,2;gekippt
14.05.2026;10:30;Raum 214;50,8;offen
14.05.2026;10:45;Raum 214;54,3;geschlossen
14.05.2026;11:00;Raum 214;51,5;geschlossen
14.05.2026;11:15;Raum 214;54,4;gekippt
14.05.2026;11:30;Raum 214;50,5;geschlossen
14.05.2026;11:45;Raum 214;51,2;gekippt
14.05.2026;12:00;Raum 214;52,4;offen
14.05.2026;12:15;Raum 214;48,5;geschlossen
14.05.2026;12:30;Raum 214;54,9;gekippt
14.05.2026;12:45;Raum 214;50,8;gekippt
14.05.2026;13:00;Raum 214;52,0;offen
14.05.2026;13:15;Raum 214;52,4;offen
14.05.2026;13:30;Raum 214;48,5;gekippt
14.05.2026;13:45;Raum 214;50,2;gekippt
14.05.2026;14:00;Raum 214;52,4;offen
14.05.2026;14:15;Raum 214;50,6;gekippt
14.05.2026;14:30;Raum 214;55,5;offen
14.05.2026;14:45;Raum 214;52,3;geschlossen
14.05.2026;15:00;Raum 214;49,0;offen
14.05.2026;15:15;Raum 214;54,1;offen
14.05.2026;15:30;Raum 214;54,5;offen
14.05.2026;15:45;Raum 214;52,8;geschlossen
14.05.2026;16:00;Raum 214;53,8;geschlossen
14.05.2026;16:15;Raum 214;49,7;geschlossen
14.05.2026;16:30;Raum 214;53,7;geschlossen
14.05.2026;16:45;Raum 214;52,1;geschlossen
14.05.2026;17:00;Raum 214;52,5;geschlossen
14.05.2026;17:15;Raum 214;50,7;geschlossen
14.05.2026;17:30;Raum 214;48,4;geschlossen
14.05.2026;17:45;Raum 214;49,6;geschlossen
